id,text,label,Comments,annotator_id
2139,"@user Isso mesmo. Chamem negros de neguim,  mandem todos tomar no cu, digam que só tem puta, e não esqueçam de falar das mocreias. Ah e tem que chamar todo mundo de analfabeto funcional com toxoplasmose.  A não ser os que acreditam em terra plana e pezao.","[[35, 41, 'toxic'], [57, 68, 'toxic'], [87, 91, 'toxic'], [121, 129, 'toxic'], [165, 185, 'toxic']]",[],Person3
11238,"porra, relembrar os tempos do ask é pedir pra me deixar triste. tanta galera massa que conheci e perdi o contato, infelizmente.",[],[],Person3
2067,penah de você gata kkkkk bai dar o cu que passa,"[[29, 37, 'toxic']]",[],Person3
187,eu tambem tiro foto com viados e simpatizo mas isso nao quer dizer nada se eu pudesse ainda metia uma surra,"[[24, 30, 'toxic'], [92, 107, 'toxic']]",[],Person3
9577,@user @user @user paga nada seu burro,"[[32, 37, 'toxic']]",[],Person3
10546,"És bue magro
Nao te dao comida em casa
Se vem o vento desapareces
Se fosses mais gordo
Tens de comer mais
Entra num ginasio
So precisavas de engordar uma becka
Come comida como comes gajas

VAO PO CARALHO FILHOS DA PUTA https://t.co/TfFLRzJydU","[[81, 86, 'toxic'], [177, 188, 'toxic'], [197, 204, 'toxic'], [205, 219, 'toxic']]",[],Person3
552,"O que ela faz com o corno não chega aos pés do que ela pede pro amante...
#corno #namoradaputa #hotwife #esposasafada #cuckold https://t.co/f5Mpzzt85o","[[20, 25, 'toxic'], [75, 80, 'toxic'], [90, 94, 'toxic'], [111, 117, 'toxic'], [119, 123, 'toxic']]",[],Person3
11691,@user vc fica demente,"[[14, 21, 'toxic']]",[],Person3
13410,"não adianta tu dar uma de superado e ficar postando indiretinha p mim, retardado","[[71, 80, 'toxic']]",[],Person3
1626,"@user rala rolas
abraço hetero é um cara ralando a rola na rola do outro","[[6, 16, 'toxic'], [41, 55, 'toxic'], [59, 63, 'toxic']]",[],Person3
11089,é foda demais quando vc abre os olhos e enxerga coisas que porra já estavam na sua cara a séculos !,[],[],Person3
12198,@user @user @user @user O que vagabundo? Tu ta em rede social fela da puta.... falou tem resposta. Seu pau no cu,"[[30, 39, 'toxic'], [62, 74, 'toxic'], [103, 112, 'toxic']]",[],Person3
9293,quem é burro é ele!,"[[7, 12, 'toxic']]",[],Person3
11565,foi mexer com o negão tomou no cu,"[[16, 21, 'toxic'], [22, 33, 'toxic']]",[],Person3
19504,"porraa até deu vontade de dar mas uns 5 soco na cara desse fdp ! 

se fudeu 😂😂😂","[[0, 6, 'toxic'], [40, 52, 'toxic'], [59, 62, 'toxic'], [67, 75, 'toxic']]",[],Person3
12831,"rt @user gosto de prioridade, segunda opção vc enfia no cu.","[[47, 58, 'toxic']]",[],Person3
10840,@user caraí adoro cheiro de rola.,"[[6, 11, 'toxic'], [28, 32, 'toxic']]",[],Person3
11634,"sco pa tu manaa é o caralho mermão
ou tu escolta ou tu mama porra","[[16, 27, 'toxic'], [55, 59, 'toxic'], [60, 65, 'toxic']]",[],Person3
11242,e o meu beirute que não chega nesse caraio,[],[],Person3
10974,@user vai a merda piranha grávida,"[[6, 17, 'toxic'], [18, 25, 'toxic']]",[],Person3
11558,@user vtnc. petista de merda!!,"[[6, 10, 'toxic'], [23, 28, 'toxic']]",[],Person3
14210,"Eu prefiro me prevenir pra n acontecer de engravidar sabendo que n vou poder da uma vida boa aos meus filhos. Na hora de transar as vaca quer tudo no pelo, sentir um leitinho quente no útero, dps que passa aperto fica pedindo a liberação do aborto pq as bonita não pode prevenir","[[132, 136, 'toxic'], [166, 190, 'toxic']]",[],Person3
11115,"EU MANDO E EU TAMBÉM RECEBO NUDES

EU adoro receber e eu também adoro mandar nudes, meu número de whatsapp é 21… — Nossa q interessante,pra um tarado sim mas pra um ser humano convencional eu acho q não e tbm vtnc https://t.co/v3QR0U8GPU","[[143, 149, 'toxic'], [209, 213, 'toxic']]",[],Person3
1783,"@user @user vai caçar uma rola, vai mulambo.","[[16, 30, 'toxic'], [36, 43, 'toxic']]",[],Person3
11939,"@user @user @user vamos ver na justiça quem é verme e aberração ok
já tenho os prints dos seus xingamentos","[[46, 51, 'toxic'], [54, 63, 'toxic']]",[],Person3
18276,@user caralho perfil de corintiano é muita vergonha alheia puta mersda gostei,"[[43, 58, 'toxic'], [59, 63, 'toxic'], [64, 70, 'toxic']]",[],Person3
348,"@user petista odeia mulher bomita, inteligente e honesta.
se for rica então, essas jornalistas  invejosas do pt se descabelam","[[14, 20, 'toxic']]",[],Person7
12063,"Bofe dá de machão e come viado.
Novinha perde calcinha pra organizador de festa só pra beber cerveja ou vodka de plástico.
Tinha os melhores desfiles cívicos.
Todo mundo já pegou todo mundo e tá tudo bem. 
Vicentina vs IBE sempre será a melhor guerra. https://t.co/qmLs8Z4En4","[[20, 30, 'toxic']]",[],Person7
20111,Gente quem e essa luara pra fala da minha pessoa mais baixa q ela e só ela msm deposito de porra aceita ser a segunda opção ta emplorando o ex pra visita com macho na rua sabe nem ser vagabunda disposição eu tenho e só vc sair da onde vc ta escondida boca fedendo...,"[[79, 96, 'toxic'], [183, 194, 'toxic'], [251, 263, 'toxic']]",[],Person7
11994,"se ta 2 ta calma, se ta 3 tá fudido!","[[29, 35, 'toxic']]",[],Person7
1339,"@user 
tic. tac.
a sua hora tá chegando desgraçado!!!!",[],[],Person7
15006,"no no é o caralho 
bem feito, só pra ficar esperto","[[10, 18, 'toxic']]",[],Person7
11957,rt @user vai lá trouxa se importa e toma no cu de novo otaria,"[[44, 46, 'toxic'], [55, 61, 'toxic']]",[],Person7
13584,"E ai safada punheteira? Já lavou o grelo hoje sem fazer birra? Batedora de siririca. Army? Mas é nunca, Army respeita os meninos , não usa eles como objeto sexual não sua vagabunda punheteira. Shipper tem é que levar chibatada no lombo pra aprender. sem vergonha","[[12, 22, 'toxic'], [35, 41, 'toxic'], [75, 83, 'toxic'], [171, 181, 'toxic'], [181, 191, 'toxic'], [217, 227, 'toxic']]",[],Person7
17705,@user @user lambe meu ovo bauano maldito,"[[33, 40, 'toxic']]",[],Person7
3922,não sei como não tens vergonha dessa merda de pessoas que és,"[[37, 43, 'toxic']]",[],Person7
10675,"@user puts sim??? como o povo baba ovo dele, é feio chato quem aguenta pqp","[[71, 74, 'toxic']]",[],Person7
12022,"@user @user É nessas horas que a gente pega o viado com a boca na piroca... não, botija...

'Vai fundo rapaz'?

'Sejes' homi!

🤣🤣🤣🤣","[[39, 51, 'toxic'], [66, 72, 'toxic']]",[],Person7
3766,eu ai me agarrava nessa infeliz e descia unhada e tapa nela vsf fã coreana nao tem um pingo de simancol,"[[41, 48, 'toxic'], [60, 64, 'toxic'], [67, 75, 'toxic']]",[],Person7
13173,"a quantidade de incêndios a acontecerem é absurdo. aos filhos da puta que põem fogos, só espero q um dia ardam vivos lá no meio também","[[55, 69, 'toxic']]",[],Person7
19576,"ja comeu cu ? — já msm, mas e difícil achar uma que dá o precioso kkkkkk https://t.co/zxcewkuupz","[[3, 11, 'toxic'], [52, 55, 'toxic']]",[],Person7
14407,se definido for barriga tanquinho então tenho 9/10 mas fodasse . duvido que pica grossa não dê ao menos 1 ponto :v,"[[76, 87, 'toxic']]",[],Person7
13128,"rt @user chupar esse picolé = r$8,00
chupar meu pau = diamante no free fire https://t.co/sw5tobaxjk","[[37, 51, 'toxic']]",[],Person7
12173,"E te aceitou também, seu abostado. Se não fosse por Bolsonaro e o PSL, tu ainda estaria te drogando, e dando o bôcu em filme pornô. https://t.co/s0miHXBWZU","[[25, 33, 'toxic'], [103, 115, 'toxic']]",[],Person7
15308,caralho que vizinhos insuportáveis puta merda,"[[35, 40, 'toxic'], [40, 45, 'toxic']]",[],Person7
12890,"@user Mas eu falei direito... Não te xinguei e vc com esse mimimi tem que tomar no seu cu... Pra que ficar de babaquice então ?? Se mata porra, não tá satisfeita ??","[[74, 89, 'toxic'], [129, 136, 'toxic'], [137, 142, 'toxic']]",[],Person7
2202,@user teu cu seu gay kkkkk,"[[10, 12, 'toxic'], [17, 21, 'toxic']]",[],Person7
2306,eu aí gay putinha aborteira rs,"[[6, 10, 'toxic'], [10, 18, 'toxic'], [18, 28, 'toxic']]",[],Person7
6475,tetinha de brigadeiro toda vez que eu passo do seu lado sinto um cheirinho de cachorro morto se enxerga porra quero mais é que voce se foda filha de um saco de adubo cadela sarnenta eu espero que voce se foda se foda,"[[0, 8, 'toxic'], [78, 92, 'toxic'], [104, 110, 'toxic'], [135, 140, 'toxic'], [151, 165, 'toxic'], [166, 173, 'toxic'], [173, 182, 'toxic'], [204, 209, 'toxic'], [212, 216, 'toxic']]",[],Person7
19616,ai vai toma no cu moro eu fico indignada quando nego ta na tpm ou seja lá o q for e vem de putaria pro meu lado falta derrubar sangue na minha boca por nada se fude ninguem tem culpa se a vaginilda ta sangrando,"[[7, 17, 'toxic'], [91, 99, 'toxic'], [160, 165, 'toxic']]",[],Person7
2139,"@user Isso mesmo. Chamem negros de neguim,  mandem todos tomar no cu, digam que só tem puta, e não esqueçam de falar das mocreias. Ah e tem que chamar todo mundo de analfabeto funcional com toxoplasmose.  A não ser os que acreditam em terra plana e pezao.","[[35, 41, 'toxic'], [66, 68, 'toxic'], [121, 129, 'toxic'], [164, 185, 'toxic'], [190, 202, 'toxic']]",[],Person7
11238,"porra, relembrar os tempos do ask é pedir pra me deixar triste. tanta galera massa que conheci e perdi o contato, infelizmente.","[[0, 5, 'toxic']]",[],Person7
2067,penah de você gata kkkkk bai dar o cu que passa,"[[35, 38, 'toxic']]",[],Person7
187,eu tambem tiro foto com viados e simpatizo mas isso nao quer dizer nada se eu pudesse ainda metia uma surra,"[[24, 31, 'toxic'], [92, 107, 'toxic']]",[],Person7
9577,@user @user @user paga nada seu burro,"[[32, 37, 'toxic']]",[],Person7
10546,"És bue magro
Nao te dao comida em casa
Se vem o vento desapareces
Se fosses mais gordo
Tens de comer mais
Entra num ginasio
So precisavas de engordar uma becka
Come comida como comes gajas

VAO PO CARALHO FILHOS DA PUTA https://t.co/TfFLRzJydU","[[183, 188, 'toxic'], [197, 205, 'toxic'], [220, 243, 'toxic']]",[],Person7
552,"O que ela faz com o corno não chega aos pés do que ela pede pro amante...
#corno #namoradaputa #hotwife #esposasafada #cuckold https://t.co/f5Mpzzt85o","[[20, 26, 'toxic'], [82, 95, 'toxic'], [105, 118, 'toxic'], [119, 127, 'toxic']]",[],Person7
11691,@user vc fica demente,[],[],Person7
13410,"não adianta tu dar uma de superado e ficar postando indiretinha p mim, retardado","[[71, 80, 'toxic']]",[],Person7
1626,"@user rala rolas
abraço hetero é um cara ralando a rola na rola do outro","[[24, 31, 'toxic'], [51, 56, 'toxic'], [59, 64, 'toxic']]",[],Person7
11089,é foda demais quando vc abre os olhos e enxerga coisas que porra já estavam na sua cara a séculos !,"[[2, 7, 'toxic'], [59, 65, 'toxic']]",[],Person7
12198,@user @user @user @user O que vagabundo? Tu ta em rede social fela da puta.... falou tem resposta. Seu pau no cu,"[[30, 39, 'toxic'], [62, 74, 'toxic'], [103, 112, 'toxic']]",[],Person7
9293,quem é burro é ele!,"[[7, 13, 'toxic']]",[],Person7
11565,foi mexer com o negão tomou no cu,"[[22, 33, 'toxic']]",[],Person7
19504,"porraa até deu vontade de dar mas uns 5 soco na cara desse fdp ! 

se fudeu 😂😂😂","[[40, 45, 'toxic'], [59, 63, 'toxic']]",[],Person7
12831,"rt @user gosto de prioridade, segunda opção vc enfia no cu.","[[56, 58, 'toxic']]",[],Person7
10840,@user caraí adoro cheiro de rola.,"[[28, 32, 'toxic']]",[],Person7
11634,"sco pa tu manaa é o caralho mermão
ou tu escolta ou tu mama porra","[[20, 28, 'toxic'], [55, 60, 'toxic'], [60, 65, 'toxic']]",[],Person7
11242,e o meu beirute que não chega nesse caraio,"[[36, 42, 'toxic']]",[],Person7
10974,@user vai a merda piranha grávida,"[[12, 18, 'toxic'], [18, 26, 'toxic']]",[],Person7
11558,@user vtnc. petista de merda!!,"[[20, 28, 'toxic']]",[],Person7
14210,"Eu prefiro me prevenir pra n acontecer de engravidar sabendo que n vou poder da uma vida boa aos meus filhos. Na hora de transar as vaca quer tudo no pelo, sentir um leitinho quente no útero, dps que passa aperto fica pedindo a liberação do aborto pq as bonita não pode prevenir","[[129, 136, 'toxic']]",[],Person7
11115,"EU MANDO E EU TAMBÉM RECEBO NUDES

EU adoro receber e eu também adoro mandar nudes, meu número de whatsapp é 21… — Nossa q interessante,pra um tarado sim mas pra um ser humano convencional eu acho q não e tbm vtnc https://t.co/v3QR0U8GPU","[[209, 214, 'toxic']]",[],Person7
1783,"@user @user vai caçar uma rola, vai mulambo.","[[26, 30, 'toxic']]",[],Person7
11939,"@user @user @user vamos ver na justiça quem é verme e aberração ok
já tenho os prints dos seus xingamentos","[[46, 52, 'toxic'], [54, 64, 'toxic']]",[],Person7
18276,@user caralho perfil de corintiano é muita vergonha alheia puta mersda gostei,"[[6, 14, 'toxic'], [59, 70, 'toxic']]",[],Person7
348,"@user petista odeia mulher bomita, inteligente e honesta.
se for rica então, essas jornalistas  invejosas do pt se descabelam","[[83, 111, 'toxic']]",[],Person10
12063,"Bofe dá de machão e come viado.
Novinha perde calcinha pra organizador de festa só pra beber cerveja ou vodka de plástico.
Tinha os melhores desfiles cívicos.
Todo mundo já pegou todo mundo e tá tudo bem. 
Vicentina vs IBE sempre será a melhor guerra. https://t.co/qmLs8Z4En4","[[20, 30, 'toxic'], [32, 121, 'toxic']]",[],Person10
20111,Gente quem e essa luara pra fala da minha pessoa mais baixa q ela e só ela msm deposito de porra aceita ser a segunda opção ta emplorando o ex pra visita com macho na rua sabe nem ser vagabunda disposição eu tenho e só vc sair da onde vc ta escondida boca fedendo...,"[[171, 193, 'toxic'], [251, 263, 'toxic']]",[],Person10
11994,"se ta 2 ta calma, se ta 3 tá fudido!",[],[],Person10
1339,"@user 
tic. tac.
a sua hora tá chegando desgraçado!!!!","[[19, 50, 'toxic']]",[],Person10
15006,"no no é o caralho 
bem feito, só pra ficar esperto",[],[],Person10
11957,rt @user vai lá trouxa se importa e toma no cu de novo otaria,"[[36, 61, 'toxic']]",[],Person10
13584,"E ai safada punheteira? Já lavou o grelo hoje sem fazer birra? Batedora de siririca. Army? Mas é nunca, Army respeita os meninos , não usa eles como objeto sexual não sua vagabunda punheteira. Shipper tem é que levar chibatada no lombo pra aprender. sem vergonha","[[0, 84, 'toxic']]",[],Person10
17705,@user @user lambe meu ovo bauano maldito,"[[12, 40, 'toxic']]",[],Person10
3922,não sei como não tens vergonha dessa merda de pessoas que és,"[[31, 60, 'toxic']]",[],Person10
10675,"@user puts sim??? como o povo baba ovo dele, é feio chato quem aguenta pqp",[],[],Person10
12022,"@user @user É nessas horas que a gente pega o viado com a boca na piroca... não, botija...

'Vai fundo rapaz'?

'Sejes' homi!

🤣🤣🤣🤣",[],[],Person10
3766,eu ai me agarrava nessa infeliz e descia unhada e tapa nela vsf fã coreana nao tem um pingo de simancol,"[[34, 63, 'toxic']]",[],Person10
13173,"a quantidade de incêndios a acontecerem é absurdo. aos filhos da puta que põem fogos, só espero q um dia ardam vivos lá no meio também","[[86, 127, 'toxic']]",[],Person10
19576,"ja comeu cu ? — já msm, mas e difícil achar uma que dá o precioso kkkkkk https://t.co/zxcewkuupz","[[3, 11, 'toxic']]",[],Person10
14407,se definido for barriga tanquinho então tenho 9/10 mas fodasse . duvido que pica grossa não dê ao menos 1 ponto :v,"[[76, 87, 'toxic']]",[],Person10
13128,"rt @user chupar esse picolé = r$8,00
chupar meu pau = diamante no free fire https://t.co/sw5tobaxjk","[[37, 51, 'toxic']]",[],Person10
12173,"E te aceitou também, seu abostado. Se não fosse por Bolsonaro e o PSL, tu ainda estaria te drogando, e dando o bôcu em filme pornô. https://t.co/s0miHXBWZU","[[71, 99, 'toxic'], [103, 130, 'toxic']]",[],Person10
15308,caralho que vizinhos insuportáveis puta merda,[],[],Person10
12890,"@user Mas eu falei direito... Não te xinguei e vc com esse mimimi tem que tomar no seu cu... Pra que ficar de babaquice então ?? Se mata porra, não tá satisfeita ??","[[74, 89, 'toxic'], [129, 142, 'toxic']]",[],Person10
2202,@user teu cu seu gay kkkkk,"[[13, 20, 'toxic']]",[],Person10
2306,eu aí gay putinha aborteira rs,"[[6, 27, 'toxic']]",[],Person10
6475,tetinha de brigadeiro toda vez que eu passo do seu lado sinto um cheirinho de cachorro morto se enxerga porra quero mais é que voce se foda filha de um saco de adubo cadela sarnenta eu espero que voce se foda se foda,"[[78, 216, 'toxic']]",[],Person10
19616,ai vai toma no cu moro eu fico indignada quando nego ta na tpm ou seja lá o q for e vem de putaria pro meu lado falta derrubar sangue na minha boca por nada se fude ninguem tem culpa se a vaginilda ta sangrando,"[[157, 210, 'toxic']]",[],Person10
2139,"@user Isso mesmo. Chamem negros de neguim,  mandem todos tomar no cu, digam que só tem puta, e não esqueçam de falar das mocreias. Ah e tem que chamar todo mundo de analfabeto funcional com toxoplasmose.  A não ser os que acreditam em terra plana e pezao.","[[18, 202, 'toxic']]",[],Person10
11238,"porra, relembrar os tempos do ask é pedir pra me deixar triste. tanta galera massa que conheci e perdi o contato, infelizmente.",[],[],Person10
2067,penah de você gata kkkkk bai dar o cu que passa,"[[24, 47, 'toxic']]",[],Person10
187,eu tambem tiro foto com viados e simpatizo mas isso nao quer dizer nada se eu pudesse ainda metia uma surra,"[[72, 107, 'toxic']]",[],Person10
9577,@user @user @user paga nada seu burro,"[[28, 37, 'toxic']]",[],Person10
10546,"És bue magro
Nao te dao comida em casa
Se vem o vento desapareces
Se fosses mais gordo
Tens de comer mais
Entra num ginasio
So precisavas de engordar uma becka
Come comida como comes gajas

VAO PO CARALHO FILHOS DA PUTA https://t.co/TfFLRzJydU","[[13, 65, 'toxic'], [190, 219, 'toxic']]",[],Person10
552,"O que ela faz com o corno não chega aos pés do que ela pede pro amante...
#corno #namoradaputa #hotwife #esposasafada #cuckold https://t.co/f5Mpzzt85o","[[20, 25, 'toxic']]",[],Person10
11691,@user vc fica demente,"[[14, 21, 'toxic']]",[],Person10
13410,"não adianta tu dar uma de superado e ficar postando indiretinha p mim, retardado","[[71, 80, 'toxic']]",[],Person10
1626,"@user rala rolas
abraço hetero é um cara ralando a rola na rola do outro",[],[],Person10
11089,é foda demais quando vc abre os olhos e enxerga coisas que porra já estavam na sua cara a séculos !,[],[],Person10
12198,@user @user @user @user O que vagabundo? Tu ta em rede social fela da puta.... falou tem resposta. Seu pau no cu,"[[98, 112, 'toxic']]",[],Person10
9293,quem é burro é ele!,"[[7, 12, 'toxic']]",[],Person10
11565,foi mexer com o negão tomou no cu,[],[],Person10
19504,"porraa até deu vontade de dar mas uns 5 soco na cara desse fdp ! 

se fudeu 😂😂😂","[[38, 62, 'toxic']]",[],Person10
12831,"rt @user gosto de prioridade, segunda opção vc enfia no cu.","[[44, 58, 'toxic']]",[],Person10
10840,@user caraí adoro cheiro de rola.,[],[],Person10
11634,"sco pa tu manaa é o caralho mermão
ou tu escolta ou tu mama porra","[[35, 65, 'toxic']]",[],Person10
11242,e o meu beirute que não chega nesse caraio,[],[],Person10
10974,@user vai a merda piranha grávida,"[[6, 25, 'toxic']]",[],Person10
11558,@user vtnc. petista de merda!!,"[[5, 28, 'toxic']]",[],Person10
14210,"Eu prefiro me prevenir pra n acontecer de engravidar sabendo que n vou poder da uma vida boa aos meus filhos. Na hora de transar as vaca quer tudo no pelo, sentir um leitinho quente no útero, dps que passa aperto fica pedindo a liberação do aborto pq as bonita não pode prevenir","[[110, 247, 'toxic']]",[],Person10
11115,"EU MANDO E EU TAMBÉM RECEBO NUDES

EU adoro receber e eu também adoro mandar nudes, meu número de whatsapp é 21… — Nossa q interessante,pra um tarado sim mas pra um ser humano convencional eu acho q não e tbm vtnc https://t.co/v3QR0U8GPU",[],[],Person10
1783,"@user @user vai caçar uma rola, vai mulambo.","[[12, 43, 'toxic']]",[],Person10
11939,"@user @user @user vamos ver na justiça quem é verme e aberração ok
já tenho os prints dos seus xingamentos",[],[],Person10
18276,@user caralho perfil de corintiano é muita vergonha alheia puta mersda gostei,[],[],Person10
11564,"se curti drogas, vamos transar e cheirar junto? sua buceta = 2 pinos — ma va pro diabo https://t.co/owlqkoeora","[[3, 15, 'toxic'], [23, 46, 'toxic'], [48, 87, 'toxic']]",[],Person11
11911,"@user @user @user mds, novamente, porra novamente, nada novo, nada muda. a mesma emoção, sempre o mesmo","[[34, 48, 'toxic']]",[],Person11
1291,"A JP devia ter vergonha na cara e tirar fefrito e edgard do morning show.
Só não caiu pra zero de audiência por causa do Caio, mas se tirar o Caio, fica com audiência negativa!
Parece piada, mas os dois são tão ruins que podem, mesmo, negativar!","[[177, 244, 'toxic']]",[],Person11
10884,"TEM COISAS ... 'Que só um NEGÃO pode fazer pelo seu cu. 
#SINDICATODOSDIVULGADORES 
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
Apoio: @user https://t.co/GFBMhCWHxi","[[0, 56, 'toxic'], [57, 83, 'toxic']]",[],Person11
9095,tão duro rezando pra chover vai toma no cu pra lá em filho das puta hoje e só puta acima do peso 😂😂😂,"[[27, 96, 'toxic']]",[],Person11
15571,parrecos do caralho,"[[0, 19, 'toxic']]",[],Person11
18449,putinha do fogo insaciável kkkkkkkkk pqp,"[[0, 7, 'toxic'], [37, 40, 'toxic']]",[],Person11
11842,"mano, do jeito que eu sou, piranha safada, se eu sentar nele eu vou dar cada quicada q só jesus na causa","[[26, 41, 'toxic']]",[],Person11
19462,"@user @user kkkkkkkkk

aqui é o twitter fdp burro.

não tem como dissertar, postular, defender teses...

fdp burro!!!!","[[40, 50, 'toxic'], [105, 114, 'toxic']]",[],Person11
20925,"Queria falar sobre um caso um pouco antigo aqui hj

Homenzinhos lindos da tia, quando estiverem transando e a mulher te pedir p parar, você para ok? Não seja babaca. 
Depois do não tudo é estupro.","[[52, 77, 'toxic'], [158, 164, 'toxic'], [167, 195, 'toxic']]",[],Person11
2858,"@user ô retardada, qual a lógica do seu pensamento?

n sei se alguém já te disse, mas maconha n é cocaína

e se vc fosse mais inteligente, começaria n sendo leviana","[[6, 17, 'toxic'], [107, 164, 'toxic']]",[],Person11
10031,"putinha da surra de piriquito
...","[[0, 29, 'toxic']]",[],Person11
16789,rael garcia sanches beija mal e tem pau feio,"[[19, 30, 'toxic'], [32, 44, 'toxic']]",[],Person11
11810,eu so quero que o mundo se acabe com várias piranha no quarto fudendo,"[[37, 69, 'toxic']]",[],Person11
12235,excitou bem o teu cu de filho da puta?  então vem dar o teu cu d3 viado loco pra mim seu traste filho da puta,"[[0, 109, 'toxic']]",[],Person11
